id,sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,weight,crunch factor,aesthetic appeal,chocolate,nuts,oats,raisins,peanut_butter,butter type_melted
3027,0.3,5.3,380,20.0,125.0,0.99204,8.36,0.73,12.6,8,13.2,1.02,3,1,1,0,0,0,1
3028,0.34,3.6,400,29.0,121.0,0.99111,8.28,0.48,12.1,9,13.0,1.09,3,1,0,0,0,0,1
3029,0.05,2.3,810,16.0,36.0,0.99564,8.38,0.6,10.3,6,14.4,1.3,3,0,1,0,1,0,0
3030,0.25,3.2,480,10.0,57.0,0.996,8.36,0.52,9.5,6,13.6,1.68,3,0,1,1,0,0,1
3031,0.37,5.1,470,46.0,201.0,0.9938,8.08,0.65,10.5,6,13.6,1.76,3,1,1,0,0,0,1
3032,0.57,2.4,930,30.0,52.0,0.9971,8.19,0.76,11.6,7,19.8,1.55,3,0,1,0,1,0,0
3033,0.3,4.1,540,23.0,116.0,0.994,7.99,0.38,9.4,8,13.8,1.35,3,1,0,0,0,0,1
3034,0.45,3.3,600,20.0,49.0,0.9972,8.13,0.54,9.6,5,21.6,1.61,3,1,0,0,0,0,0
3035,0.38,4.9,390,22.0,86.0,0.98963,8.23,0.58,13.1,9,11.6,1.76,3,0,0,0,1,0,1
3036,0.49,5.9,530,22.0,118.0,0.9954,8.36,0.36,9.4,8,14.0,1.15,3,1,0,1,0,0,1
3037,0.4,6.9,500,30.0,97.0,0.9951,8.26,0.44,10.1,8,16.2,1.49,3,1,0,0,0,0,1
3038,0.31,1.5,350,17.0,83.0,0.99076,8.32,0.44,11.1,9,12.2,1.87,3,1,0,0,0,0,1
3039,0.23,8.3,510,28.0,91.0,0.9952,8.44,0.55,12.1,6,13.0,1.57,3,0,0,0,1,0,0
3040,0.14,2.4,850,21.0,40.0,0.9968,8.43,0.63,9.7,6,13.8,1.32,3,1,1,0,0,0,0
3041,0.33,1.9,740,27.0,85.0,0.99706,8.41,0.58,9.0,5,15.2,1.88,3,1,1,0,0,0,0
3042,0.31,2.4,140,15.0,143.0,0.99094,8.03,0.65,12.0,6,14.8,1.94,3,1,0,0,0,0,1
3043,0.58,3.5,940,9.0,43.0,1.0004,8.29,0.58,9.0,5,19.8,1.77,3,1,1,0,0,0,0
3044,0.23,2.0,680,28.0,138.0,0.99382,8.11,0.62,9.8,7,15.4,1.22,3,0,0,0,1,0,1
3045,0.05,1.5,630,17.0,120.0,0.9932,8.21,0.56,9.2,8,12.0,1.36,3,1,1,0,0,0,1
3046,0.48,2.2,1150,29.0,104.0,0.9918,8.24,0.58,12.1,8,12.8,1.49,3,1,0,0,0,0,1
3047,0.18,2.9,890,12.0,74.0,0.99738,8.14,0.54,9.4,5,17.6,1.28,3,0,1,0,1,0,0
3048,0.32,3.7,320,29.0,193.0,0.99134,8.1,0.67,12.5,8,14.8,1.0,3,1,0,0,0,0,1
3049,0.4,2.4,540,18.0,151.0,0.9952,8.04,0.46,9.3,6,18.4,1.23,3,1,0,0,0,0,1
3050,0.31,1.5,410,34.0,121.0,0.99092,8.06,0.46,10.5,8,13.0,1.59,3,1,0,1,0,0,1
3051,0.24,2.0,780,10.0,28.0,0.9983,8.45,0.78,9.5,6,15.0,1.74,3,0,1,0,1,0,0
3052,0.0,10.2,380,13.0,111.0,0.99315,8.44,0.46,12.4,8,11.2,1.68,3,1,0,0,0,0,1
3053,0.34,2.0,370,40.0,108.0,0.98948,8.19,0.5,12.3,8,11.8,1.46,3,1,0,0,0,0,1
3054,0.27,4.6,500,23.0,98.0,0.99422,8.08,0.47,9.5,8,15.2,1.74,3,1,0,1,0,0,1
3055,0.4,5.7,520,56.0,152.0,0.99398,8.16,0.88,10.5,8,12.0,1.49,3,1,0,0,0,0,1
3056,0.37,15.4,2140,55.0,95.0,1.00369,8.18,0.77,9.0,6,20.4,1.24,3,0,1,0,1,0,0
3057,0.22,1.2,380,5.0,124.0,0.99098,8.1,0.37,11.2,6,13.4,1.24,3,1,0,0,0,0,1
3058,0.03,1.6,720,17.0,42.0,0.9956,8.37,0.48,9.0,4,14.6,1.77,3,0,1,0,1,0,0
3059,0.24,1.3,440,38.0,128.0,0.99362,8.77,0.6,10.6,7,11.6,1.45,3,1,0,1,0,0,1
3060,0.44,1.6,1470,36.0,51.0,0.99836,8.38,0.86,9.9,4,23.2,1.93,3,1,1,0,0,0,0
3061,0.38,6.8,450,29.0,122.0,0.9925,8.19,0.37,12.6,9,14.6,1.44,3,1,1,0,0,0,1
3062,0.19,14.5,420,37.0,115.0,0.99684,8.16,0.43,10.3,7,11.8,1.7,3,0,0,0,1,0,1
3063,0.05,2.3,810,16.0,36.0,0.99564,8.38,0.6,10.3,6,14.4,1.29,3,0,1,0,1,0,0
3064,0.32,18.75,470,32.0,193.0,1.00014,8.1,0.5,9.3,9,15.2,1.39,3,1,0,1,0,0,1
3065,0.37,1.1,430,36.0,113.0,0.991,8.39,0.48,12.7,10,14.6,1.23,3,0,0,0,1,0,1
3066,0.24,10.0,930,35.0,197.0,0.9981,8.41,0.47,9.0,7,14.4,1.71,3,0,1,0,1,0,1
3067,0.24,9.0,300,42.0,219.0,0.99636,8.47,0.46,10.2,8,14.0,1.62,3,1,0,0,0,0,1
3068,0.31,6.5,290,53.0,160.0,0.99276,8.03,0.38,10.9,8,15.0,1.52,3,1,0,1,0,0,1
3069,0.26,6.0,340,42.0,134.0,0.9912,8.38,0.38,12.3,9,12.0,1.03,3,0,0,0,1,0,1
3070,0.24,13.8,470,44.0,112.0,0.99837,7.97,0.66,8.8,8,11.4,1.96,3,1,0,0,0,0,1
3071,0.42,1.1,360,19.0,113.0,0.98871,8.1,0.46,12.6,9,11.6,1.91,3,0,0,0,1,0,1
3072,0.47,11.6,480,62.0,210.0,0.9968,8.19,0.5,9.5,7,12.4,1.47,3,1,0,0,0,0,1
3073,0.07,1.6,760,6.0,15.0,0.9962,8.44,0.58,10.7,5,13.2,1.91,3,0,1,1,0,0,0
3074,0.35,6.3,360,12.0,126.0,0.9924,8.16,0.39,12.0,9,15.2,1.61,3,0,0,0,1,0,1
3075,0.33,1.8,590,16.0,28.0,0.99531,8.36,0.64,10.1,6,13.0,1.96,3,1,1,1,0,0,0
3076,0.21,1.5,690,4.0,9.0,0.99458,8.16,0.54,9.8,6,15.4,1.93,3,0,1,0,1,0,0
3077,0.35,13.5,380,49.0,118.0,0.99546,8.0,0.63,10.7,8,13.8,1.02,3,1,0,1,0,0,1
3078,0.44,7.1,480,49.0,179.0,0.99528,8.15,0.48,9.2,7,12.8,1.03,3,1,0,0,0,0,1
3079,0.3,8.5,590,24.0,152.0,0.99615,8.46,0.64,11.0,9,13.4,1.15,3,0,0,0,1,0,1
3080,0.01,1.8,880,12.0,18.0,0.99568,8.32,0.56,10.5,7,15.4,1.81,3,0,1,0,1,0,0
3081,0.36,4.6,420,56.0,178.0,0.9928,8.29,0.47,12.0,8,16.0,1.75,3,0,0,0,1,0,1
3082,0.35,1.2,380,22.0,167.0,0.9912,8.1,0.48,10.6,8,12.4,1.0,3,1,0,0,0,0,1
3083,0.32,1.5,440,19.0,142.0,0.9921,8.1,0.43,9.9,8,13.6,1.98,3,1,0,0,0,0,1
3084,0.2,1.8,770,11.0,65.0,0.9971,8.54,0.58,9.3,5,13.6,1.98,3,1,1,1,0,0,0
3085,0.14,1.2,550,24.0,84.0,0.9941,8.15,0.43,8.9,7,14.2,1.06,3,0,0,0,1,0,1
3086,0.26,7.9,500,53.0,180.0,0.99514,8.14,0.5,9.6,7,12.8,1.92,3,0,0,0,1,0,1
3087,0.28,3.3,440,18.0,91.0,0.993,8.42,0.64,10.8,8,13.2,1.55,3,1,0,1,0,0,1
3088,0.45,5.4,300,15.0,118.0,0.9954,8.14,0.34,9.6,7,16.4,1.04,3,1,1,1,0,0,1
3089,0.29,1.8,360,38.0,102.0,0.98819,8.08,0.42,13.7,9,13.2,1.51,3,1,0,0,0,0,1
3090,0.53,1.8,4130,9.0,26.0,0.9979,8.06,1.06,9.1,6,16.8,1.47,3,0,0,0,1,0,0
3091,0.28,8.7,470,52.0,242.0,0.9952,8.22,0.53,10.5,8,13.6,1.97,3,1,0,1,0,0,1
3092,0.24,2.2,950,19.0,42.0,0.9946,8.57,0.57,11.7,6,12.4,1.12,3,0,0,0,1,0,0
3093,0.32,9.2,380,54.0,191.0,0.9966,8.04,0.56,9.7,8,15.0,1.63,3,1,0,0,0,0,1
3094,0.51,7.6,490,35.0,200.0,0.99548,8.16,0.54,9.4,6,12.6,1.06,3,1,0,0,0,0,1
3095,0.08,4.9,460,34.0,144.0,0.99445,8.1,0.56,10.0,7,12.8,1.84,3,1,1,0,0,0,1
3096,0.43,1.7,670,22.0,50.0,0.9946,8.38,0.6,11.9,6,16.0,1.12,3,1,0,0,0,0,0
3097,0.05,1.9,660,9.0,17.0,0.99496,8.52,0.78,10.6,5,12.0,1.73,3,1,1,1,0,0,0
3098,0.41,1.3,360,42.0,118.0,0.99018,8.04,0.64,11.7333,8,12.0,1.19,3,1,0,0,0,0,1
3099,0.55,2.0,730,25.0,49.0,0.9997,8.1,0.76,10.3,6,24.0,1.04,3,1,1,0,0,0,0
3101,0.33,1.7,610,3.0,13.0,0.996,8.23,1.1,10.0,8,14.4,2.0,3,0,0,0,1,0,0
3102,0.29,8.5,370,124.0,208.0,0.99395,7.9,0.38,11.0,5,18.8,1.63,3,1,0,0,0,0,1
3103,0.38,4.75,330,23.0,94.0,0.991,8.42,0.42,11.8,9,11.6,1.09,3,0,0,0,1,0,1
3104,0.37,1.8,510,13.0,200.0,0.9945,8.49,0.44,10.5,6,12.2,1.69,3,0,0,0,1,0,1
3105,0.29,7.3,440,56.0,244.0,0.9956,8.36,0.55,10.0,8,12.4,1.44,3,0,0,0,1,0,1
3106,0.5,1.8,710,7.0,16.0,0.99462,8.21,0.69,12.5,8,18.2,1.1,3,1,1,0,0,0,0
3107,0.19,7.8,400,48.0,184.0,0.99579,8.16,0.5,9.4,7,14.2,1.87,3,1,0,0,0,0,1
3108,0.39,1.2,360,32.0,85.0,0.9918,8.16,0.5,10.5,7,14.4,1.31,3,1,0,1,0,0,1
3109,0.49,1.6,650,17.0,143.0,0.9937,8.22,0.52,9.2,8,12.4,1.27,3,1,0,0,0,0,1
3110,0.38,1.0,270,31.0,90.0,0.98926,8.24,0.36,12.3,8,13.0,1.67,3,1,0,0,0,0,1
3111,0.32,1.4,400,35.0,106.0,0.99026,8.16,0.66,12.0,7,13.6,1.59,3,1,0,1,0,0,1
3112,0.28,9.4,560,29.0,183.0,0.99594,8.17,0.43,9.4,7,13.8,1.09,3,1,1,0,0,0,1
3113,0.42,7.4,440,56.0,189.0,0.9958,8.22,0.48,9.3,8,13.6,1.7,3,1,0,0,0,0,1
3114,0.3,8.4,300,35.0,115.0,0.99192,7.93,0.42,12.3,8,16.0,1.36,3,1,0,0,0,0,1
3115,0.31,1.7,350,24.0,79.0,0.99053,8.27,0.69,11.4,9,13.0,1.01,3,1,0,0,0,0,1
3116,0.13,4.5,390,17.0,116.0,0.9907,8.42,0.9,13.7,9,11.2,1.82,3,1,1,0,0,0,1
3117,0.27,1.7,380,41.0,150.0,0.9933,8.49,0.71,10.5,9,12.4,1.4,3,1,0,0,0,0,1
3118,0.31,2.8,890,15.0,46.0,0.9979,8.11,0.92,10.0,6,19.2,1.0,3,0,1,0,1,0,0
3119,0.68,2.9,850,17.0,43.0,1.0014,8.06,0.8,10.0,6,27.4,1.15,3,1,1,0,0,0,0
3120,0.27,1.2,400,25.0,106.0,0.9932,8.01,0.55,10.4,7,15.6,1.31,3,0,0,0,1,0,1
3121,0.35,7.7,310,36.0,135.0,0.9938,8.19,0.37,10.5,7,13.2,1.93,3,1,0,0,0,0,1
3122,0.3,12.9,490,32.0,88.0,0.99654,8.2,0.35,9.9,8,13.6,1.04,3,1,0,1,0,0,1
3123,0.43,15.0,530,60.0,184.0,1.0008,8.28,0.79,8.8,8,17.6,1.31,3,1,0,0,0,0,1
3124,0.26,7.9,340,39.0,123.0,0.99119,7.99,0.3,12.2,9,13.4,1.62,3,0,0,0,1,0,1
3125,0.41,2.3,340,22.0,145.0,0.9951,8.06,0.52,11.0,8,19.0,1.76,3,1,1,0,0,0,1
3126,0.37,13.1,330,52.0,151.0,0.99726,8.18,0.79,10.4,8,15.2,1.78,3,1,0,1,0,0,1
3127,0.26,1.7,630,3.0,11.0,0.9915,8.39,0.54,13.5,6,11.6,1.39,3,1,0,0,0,0,0
3128,0.36,2.0,380,20.0,249.5,0.9923,8.37,0.79,11.3,8,12.2,1.12,3,1,0,1,0,0,1
3129,0.32,3.8,440,13.0,116.0,0.99108,8.39,0.44,11.8,9,12.0,1.24,3,0,0,0,1,0,1
3130,0.3,1.0,310,23.0,73.0,0.99032,8.23,0.52,11.3,8,12.4,1.29,3,1,0,1,0,0,1
3131,0.58,1.9,700,15.0,40.0,1.0004,8.06,0.49,9.0,5,26.6,1.37,3,1,1,0,0,0,0
3132,0.09,2.3,650,7.0,37.0,0.99685,8.32,0.55,9.0,6,16.4,1.9,3,0,0,0,0,1,0
3133,0.38,2.5,810,34.0,66.0,0.99726,8.15,0.58,9.8,5,19.6,1.89,3,1,1,0,0,0,0
3134,0.4,2.9,980,10.0,26.0,1.0006,8.48,0.91,9.7,5,20.0,1.87,3,1,0,0,0,0,0
3135,0.22,4.8,520,49.0,142.0,0.9946,8.14,0.62,9.2,7,13.0,1.78,3,1,1,0,0,0,1
3136,0.09,2.5,810,15.0,26.0,0.99538,8.57,0.63,12.0,5,12.4,1.92,3,1,1,1,0,0,0
3137,0.34,1.3,350,27.0,82.0,0.99045,8.18,0.44,12.2,8,13.8,1.33,3,1,0,0,0,0,1
3138,0.29,1.0,360,26.0,101.0,0.99,8.09,0.37,11.7,8,14.6,1.1,3,1,0,1,0,0,1
3139,0.35,2.8,860,28.0,52.0,0.997,8.31,0.62,10.8,5,16.0,1.77,3,1,1,1,0,0,0
3140,0.16,1.3,600,36.0,126.0,0.99353,8.13,0.46,8.7,8,12.2,1.79,3,1,0,0,0,0,1
3141,0.36,1.5,310,38.0,147.0,0.9931,8.35,0.56,11.0,8,13.8,1.07,3,1,0,0,0,0,1
3142,0.42,7.4,440,56.0,189.0,0.9958,8.22,0.48,9.3,8,13.6,1.82,3,1,0,0,0,0,1
3143,0.37,8.5,360,46.0,153.0,0.99576,8.2,0.48,9.4,8,13.2,1.15,3,1,0,0,0,0,1
3144,0.24,15.4,550,46.0,198.0,0.9988,8.12,0.49,8.8,7,14.2,1.2,3,0,0,0,1,0,1
3145,0.22,16.7,460,38.0,133.0,0.9979,8.22,0.67,10.4,8,13.2,1.63,3,0,0,0,1,0,1
3146,0.36,17.2,390,37.0,130.0,0.99946,8.23,0.43,8.8,8,12.4,1.99,3,1,0,0,0,0,1
3147,0.23,17.3,470,37.0,118.0,0.99906,8.08,0.46,8.8,8,13.2,1.94,3,1,0,0,0,0,1
3148,0.27,3.9,430,52.0,158.0,0.99202,8.35,0.44,10.7,9,11.2,1.89,3,1,0,0,0,0,1
3149,0.09,2.5,910,20.0,49.0,0.9976,8.34,0.86,10.6,7,17.4,1.3,3,0,1,0,1,0,0
3150,0.33,3.5,330,25.0,116.0,0.99057,8.2,0.44,11.7,8,11.6,1.5,3,0,0,0,1,0,1
3151,0.21,2.2,880,21.0,39.0,0.99692,8.33,0.83,11.1,6,17.8,1.28,3,0,1,0,1,0,0
3152,0.24,8.1,1210,32.0,162.0,0.99508,8.17,0.38,10.4,10,14.6,1.75,3,1,0,1,0,0,1
3153,0.39,3.9,340,22.0,122.0,0.9917,8.29,0.67,12.8,9,16.0,1.88,3,0,1,0,1,0,1
3154,0.32,1.6,390,10.0,124.0,0.9948,8.3,0.67,9.6,7,13.6,1.44,3,0,0,0,1,0,1
3155,0.43,1.65,680,5.0,11.0,0.99478,8.19,0.46,11.4,5,19.6,1.81,3,0,0,0,1,0,0
3156,0.3,4.6,600,29.0,154.0,0.99142,8.23,0.49,12.2,10,13.2,1.38,3,1,0,0,0,0,1
3157,0.52,7.9,490,35.0,192.0,0.99551,8.16,0.51,9.5,8,13.0,1.77,3,1,0,0,0,0,1
3158,0.27,1.2,340,19.0,68.0,0.9902,8.14,0.37,11.7,6,13.6,1.31,3,1,0,0,0,0,1
3159,0.33,3.5,490,10.0,40.0,0.9944,8.14,0.36,9.8,8,18.0,1.78,3,1,0,0,0,0,1
3160,0.28,1.2,380,12.0,53.0,0.9926,7.8,0.46,10.6,7,19.2,1.24,3,1,0,0,0,0,1
3161,0.46,1.45,390,77.5,223.0,0.9944,7.92,0.46,9.5,8,19.2,1.35,3,1,0,0,0,0,1
3162,0.17,1.1,490,7.0,119.0,0.99297,8.13,0.36,9.7,8,14.0,1.27,3,0,0,0,1,0,1
3163,0.18,7.7,430,57.0,200.0,0.99566,8.17,0.44,9.4,8,13.4,1.01,3,0,0,0,1,0,1
3164,0.23,1.1,660,22.0,148.0,0.99266,8.3,0.47,9.63333,7,12.0,1.37,3,1,1,0,0,0,1
3165,0.24,7.8,520,54.0,214.0,0.9961,8.13,0.47,8.9,7,13.6,1.01,3,1,0,0,0,0,1
3166,0.31,2.6,860,21.0,50.0,0.9982,8.37,0.91,9.9,6,17.2,1.84,3,1,1,0,0,0,0
3167,0.41,13.7,450,44.0,197.0,0.9989,8.18,0.64,9.1,7,15.2,1.63,3,0,0,0,1,0,1
3168,0.53,1.2,410,42.0,167.0,0.9908,8.11,0.44,11.9,7,15.4,1.37,3,1,0,1,0,0,1
3169,0.32,1.4,220,17.0,47.0,0.9899,8.35,0.35,11.5,8,11.8,1.51,3,1,0,0,0,0,1
3170,0.41,9.1,440,50.0,166.0,0.9954,8.14,0.58,9.8,8,13.4,1.58,3,1,0,0,0,0,1
3171,0.33,2.7,950,28.0,89.0,0.9984,8.22,0.68,10.0,5,20.0,1.34,3,1,1,0,0,0,0
3172,0.3,0.9,190,4.0,28.0,0.98931,8.2,0.36,12.0,8,14.2,1.24,3,1,0,0,0,0,1
3173,0.05,2.7,750,15.0,27.0,0.9974,8.26,0.61,9.1,5,15.4,1.96,3,1,1,1,0,0,0
3174,0.34,3.6,400,50.0,194.0,0.9912,8.31,0.52,11.6,8,11.8,1.29,3,1,0,0,0,0,1
3175,0.31,4.5,460,42.0,124.0,0.99324,8.31,0.64,10.8,8,11.6,1.24,3,1,0,0,0,0,1
3176,0.37,1.8,460,23.0,60.0,0.9971,8.41,0.71,12.1,6,15.4,1.93,3,1,0,0,0,0,0
3177,0.29,7.1,360,28.0,100.0,0.99534,8.08,0.36,9.3,8,13.4,1.12,3,1,0,0,0,0,1
3178,0.26,2.3,430,61.0,181.0,0.99394,8.45,0.63,10.6,8,13.4,1.26,3,1,0,0,0,0,1
3179,0.31,1.0,310,22.0,73.0,0.99035,8.24,0.52,11.3,8,12.4,1.59,3,1,0,0,0,0,1
3180,0.26,3.5,350,38.0,111.0,0.98872,8.18,0.47,13.6,9,12.0,1.63,3,0,0,0,1,0,1
3181,0.4,4.6,220,5.0,19.0,0.9915,8.31,0.37,12.6,5,13.8,1.84,3,0,0,0,1,0,1
3182,0.49,7.8,490,62.0,217.0,0.9959,8.17,0.45,9.4,8,13.2,1.67,3,1,0,0,0,0,1
3183,0.25,7.95,420,16.0,108.0,0.99486,8.44,0.61,10.3,8,11.4,1.43,3,1,0,0,0,0,1
3184,0.35,1.8,420,8.0,167.0,0.9908,8.11,0.41,12.1,8,15.6,1.89,3,0,0,0,1,0,1
3185,0.32,1.7,380,27.0,128.0,0.99375,8.2,0.62,10.2,8,14.0,1.99,3,1,0,0,0,0,1
3186,0.37,1.6,670,6.0,10.0,0.99552,8.23,0.58,11.1,7,18.2,1.44,3,1,0,0,0,0,0
3187,0.19,3.2,810,8.0,30.0,0.9984,8.23,0.58,10.5,6,19.6,1.36,3,0,1,0,1,0,0
3188,0.22,16.7,460,38.0,133.0,0.9979,8.22,0.67,10.4,8,13.2,1.07,3,0,0,0,1,0,1
3189,0.3,1.4,640,34.0,166.0,0.99136,8.11,0.42,11.4333,8,14.8,1.72,3,1,0,1,0,0,1
3190,0.04,2.2,690,8.0,15.0,0.9956,8.4,0.63,9.4,6,13.2,1.47,3,0,1,0,1,0,0
3191,0.37,2.2,750,5.0,13.0,0.998,8.22,0.62,9.2,5,18.8,1.87,3,0,0,0,1,0,0
3192,0.25,8.0,360,21.0,124.0,0.99362,8.06,0.38,10.8,8,13.2,1.99,3,0,0,0,1,0,1
3193,0.33,1.6,390,27.0,98.0,0.9898,8.09,0.46,12.3,9,13.8,1.66,3,1,0,1,0,0,1
3194,0.65,1.4,460,28.0,157.0,0.9946,8.33,0.62,9.4,8,14.6,1.81,3,1,0,1,0,0,1
3195,0.19,8.3,290,24.0,142.0,0.992,8.22,0.45,12.3,8,12.4,1.34,3,1,1,0,0,0,1
3196,0.66,2.5,720,6.0,37.0,0.9992,8.05,0.56,10.0,5,23.8,1.34,3,0,1,0,1,0,0
3197,0.3,1.1,470,36.0,131.0,0.992,8.26,0.45,10.4,7,11.6,1.91,3,1,0,0,0,0,1
3198,0.34,6.4,340,26.0,99.0,0.99449,8.23,0.41,9.2,8,10.2,1.72,3,1,0,0,0,0,1
3199,0.35,1.5,520,51.0,128.0,0.9941,8.41,0.59,10.4,9,14.0,1.25,3,1,0,0,0,0,1
3200,0.74,1.3,1730,34.0,121.0,0.99334,8.04,0.46,9.2,8,14.0,1.78,3,1,0,0,0,0,1
3201,0.38,11.8,550,51.0,170.0,1.0004,8.34,0.82,8.9,8,16.8,1.05,3,1,0,0,0,0,1
3202,0.04,2.2,1190,14.0,56.0,0.9962,8.21,0.6,10.9,6,17.6,1.88,3,0,1,0,1,0,0
3203,0.35,2.4,800,23.0,78.0,0.9987,8.38,0.62,9.5,5,18.2,1.51,3,1,1,0,0,0,0
3204,0.33,10.1,430,28.0,152.0,0.9968,8.2,0.52,9.4,7,13.8,1.6,3,1,1,0,0,0,1
3205,0.29,4.3,510,25.0,142.0,0.9939,8.16,0.39,10.2,7,15.4,1.03,3,1,0,0,0,0,1
3206,0.51,8.0,620,50.0,194.0,0.99545,8.13,0.5,9.6,7,13.4,1.66,3,1,0,0,0,0,1
3207,0.42,8.2,440,60.0,196.0,0.99562,8.14,0.48,9.4,7,13.2,1.59,3,1,0,0,0,0,1
3208,0.38,1.6,440,12.0,113.0,0.99176,8.3,0.73,11.4,7,12.4,1.96,3,1,0,0,0,0,1
3209,0.41,9.4,400,49.0,166.0,0.9954,8.12,0.61,9.9,8,13.4,1.87,3,1,0,0,0,0,1
3210,0.31,1.2,340,53.0,138.0,0.99084,8.38,0.35,11.5,9,12.8,1.01,3,1,0,1,0,0,1
3211,0.31,1.6,490,36.0,127.0,0.9934,8.6,0.67,10.4,9,12.8,1.53,3,1,0,1,0,0,1
3212,0.43,2.3,630,12.0,19.0,0.9955,8.17,0.81,11.2,7,16.8,1.74,3,0,0,0,1,0,0
3213,0.37,5.1,1100,11.0,65.0,1.0026,8.32,0.64,10.4,6,20.2,1.62,3,1,1,1,0,0,0
3214,0.39,1.4,310,47.0,147.0,0.98836,8.08,0.64,12.9,9,11.8,1.9,3,1,0,0,0,0,1
3215,0.4,1.3,530,61.0,146.0,0.99112,8.17,0.68,11.0,8,12.8,1.85,3,1,0,1,0,0,1
3216,0.86,1.4,1740,36.0,99.0,0.99288,7.92,0.5,9.3,7,14.2,1.25,3,0,0,0,1,0,1
3217,0.53,15.1,520,22.0,136.0,0.9986,7.94,0.35,9.4,7,13.2,1.35,3,1,0,0,0,0,1
3218,0.27,6.3,480,30.0,143.0,0.9966,8.25,0.5,9.1,8,16.8,1.34,3,1,0,0,0,0,1
3219,0.29,6.1,460,29.0,134.0,0.99462,8.48,0.57,10.7,8,12.0,1.62,3,0,0,0,1,0,1
3220,0.49,9.9,310,48.0,161.0,0.9937,8.01,0.28,11.2,8,14.6,1.76,3,1,0,0,0,0,1
3221,0.29,2.0,220,33.0,96.0,0.98902,8.04,0.54,12.8,9,12.6,1.49,3,1,0,1,0,0,1
3222,0.22,4.1,360,35.0,131.0,0.9902,8.26,0.55,13.0,9,13.0,1.28,3,0,1,0,1,0,1
3223,0.64,2.1,590,24.0,52.0,0.99494,8.34,0.71,11.2,6,13.4,1.68,3,1,0,1,0,0,0
3224,0.1,6.0,1150,5.0,11.0,0.9984,8.37,0.69,10.1,7,15.6,1.6,3,1,1,1,0,0,0
3225,0.22,2.3,750,13.0,81.0,0.99688,8.24,0.54,9.5,6,16.0,1.48,3,0,1,1,0,0,0
3226,0.33,1.9,280,23.0,93.0,0.991,8.34,0.7,12.0,9,13.0,1.38,3,0,0,1,0,0,1
3227,0.16,3.1,450,28.0,92.0,0.994,8.12,0.35,9.1,8,13.2,1.32,3,0,1,0,1,0,1
3228,0.23,1.8,770,23.0,49.0,0.9963,8.28,0.67,9.3,5,15.8,1.18,3,0,0,0,1,0,0
3229,0.38,9.1,440,35.0,127.0,0.99326,7.97,0.3,11.0,9,12.8,1.63,3,1,0,0,0,0,1
3230,0.28,1.3,320,36.0,95.0,0.98889,8.08,0.64,12.9,9,11.8,1.62,3,1,0,0,0,0,1
3231,0.27,15.2,490,75.0,217.0,0.9972,8.19,0.39,9.9,7,13.0,1.01,3,1,0,0,0,0,1
3232,0.53,2.5,910,18.0,80.0,0.9976,8.37,0.8,9.6,6,16.0,1.36,3,0,0,0,1,0,0
3233,0.25,1.1,350,26.0,81.0,0.9902,8.31,0.52,11.4,8,11.4,1.84,3,1,0,0,0,0,1
3234,0.3,6.2,320,24.0,134.0,0.993,7.99,0.39,10.9,8,14.2,1.75,3,0,0,1,0,0,1
3235,0.29,4.8,700,15.0,39.0,0.99577,8.53,0.54,11.1,5,13.6,1.22,3,0,0,1,1,0,0
3236,0.42,19.8,660,53.0,195.0,1.0,7.96,0.44,9.1,7,14.8,1.56,3,1,0,0,0,0,1
3237,0.34,13.7,440,66.0,184.0,0.99976,8.22,0.75,8.9,7,15.6,1.99,3,1,0,0,0,0,1
3238,0.33,1.1,490,28.0,150.0,0.9927,8.13,0.42,9.3,7,11.4,1.5,3,1,0,0,0,0,1
3239,0.31,1.7,350,23.0,110.0,0.9926,8.07,0.38,10.9,7,14.8,1.59,3,1,0,0,0,0,1
3240,0.3,1.6,470,46.0,132.0,0.9918,8.35,0.38,11.1,9,13.8,1.36,3,1,0,0,0,0,1
3241,0.56,16.45,630,52.5,282.0,1.00098,8.1,0.51,9.3,7,18.8,1.84,3,1,0,0,0,0,1
3242,0.41,1.3,440,11.0,126.0,0.99293,8.28,0.45,10.3,7,15.0,1.38,3,1,0,0,0,0,1
3243,0.28,9.4,280,13.0,121.0,0.99254,8.17,0.34,12.1,8,13.2,1.65,3,1,0,0,0,0,1
3244,0.51,4.0,1040,4.0,23.0,0.9996,8.28,0.97,10.1,6,23.0,1.69,3,1,0,1,0,0,0
3245,0.53,15.1,520,22.0,136.0,0.9986,7.94,0.35,9.4,7,13.2,1.51,3,1,0,0,0,0,1
3246,0.33,1.9,280,23.0,93.0,0.991,8.34,0.7,12.0,9,13.0,1.82,3,0,0,1,0,0,1
3247,0.5,7.6,470,54.0,184.0,0.99572,8.17,0.45,9.2,7,13.0,1.05,3,1,0,0,0,0,1
3248,0.68,1.6,460,22.0,130.0,0.9948,8.02,0.45,10.4,8,18.4,1.49,3,1,0,1,0,0,1
3249,0.29,6.2,460,39.0,151.0,0.99471,8.6,0.44,10.6,8,12.2,1.62,3,1,0,1,0,0,1
3250,0.32,2.0,510,29.0,130.0,0.99354,8.3,0.5,10.4,8,14.2,1.32,3,0,0,0,1,0,1
3251,0.18,7.7,430,57.0,200.0,0.99566,8.17,0.44,9.4,8,13.4,1.98,3,0,0,0,1,0,1
